Character	Comics
Ultimates	The Ultimates Vol. 2: Homeland Security (Trade Paperback)
Ultimates	Ultimate Comics Avengers Vs New Ultimates (2010) #1
Ultimates	Ultimate Comics Avengers Vs New Ultimates (2010) #1 (2nd Printing Variant)
Ultimates	Ultimate Comics Avengers Vs New Ultimates (2010) #2
Ultimates	Ultimate Comics Avengers Vs New Ultimates (2010) #2 (HITCH VARIANT)
Ultimates	Ultimate Comics Avengers Vs New Ultimates (2010) #2 (2nd Printing Variant)
Ultimates	Ultimate Comics Avengers Vs New Ultimates (2010) #3
Ultimates	Ultimate Comics Avengers Vs New Ultimates (2010) #3 (CHO VARIANT)
Ultimates	Ultimate Comics Avengers Vs New Ultimates (2010) #3 (2nd Printing Variant)
Ultimates	Ultimate Comics Avengers Vs New Ultimates (2010) #4
Ultimates	Ultimate Comics Avengers Vs New Ultimates (2010) #4 (HITCH VARIANT)
Ultimates	Ultimate Comics Avengers Vs New Ultimates (2010) #5
Ultimates	Ultimate Comics Avengers Vs New Ultimates (2010) #6
Ultimates	Ultimate Comics Avengers Vs New Ultimates (2010) #6 (Hitch Variant)
Ultimates	Ultimate Comics Avengers Vs. New Ultimates (Hardcover)
Ultimates	ULTIMATE COMICS NEW ULTIMATES: THOR REBORN PREMIERE HC (Hardcover)
Ultimates	Ultimate Comics Spider-Man (2009) #150 (WRAPAROUND VARIANT)
Ultimates	Ultimate Power (2006) #9
Ultimates	Ultimate Six (Hardcover)
Ultimates	Ultimates (2002) #12
Black Panther (Ultimate)	Ultimates 3 (2007) #1
Black Panther (Ultimate)	Ultimates 3 (2007) #1 (Villains Gatefold)
Black Panther (Ultimate)	Ultimates 3: Who Killed the Scarlet Witch? (Trade Paperback)
Adam Warlock	Annihilation: Conquest (2007) #1
Adam Warlock	Annihilation: Conquest (2007) #2
Adam Warlock	Annihilation: Conquest (2007) #3
Adam Warlock	Annihilation: Conquest (2007) #4
Adam Warlock	Annihilation: Conquest (2007) #5
Adam Warlock	Annihilation: Conquest (2007) #6
Adam Warlock	Avengers Forever (1998) #9
Adam Warlock	Avengers Legends Vol. I: Avengers Forever (Trade Paperback)
Adam Warlock	Clandestine Classic Premiere (Hardcover)
Adam Warlock	Doctor Strange, Sorcerer Supreme (1988) #27
Adam Warlock	Doctor Strange, Sorcerer Supreme (1988) #32
Adam Warlock	Doctor Strange, Sorcerer Supreme (1988) #36
Adam Warlock	Earth X (1999)
Adam Warlock	Earth X (1999) #2
Adam Warlock	Earth X (1999) #11
Adam Warlock	Earth X (New (Trade Paperback)
Adam Warlock	Fantastic Four (1961) #172
Adam Warlock	Fantastic Four (1961) #370
Adam Warlock	Incredible Hulk (1962) #177
Adam Warlock	Incredible Hulk (1962) #178
Molten Man	Amazing Spider-Man (1999) #581
Molten Man	Amazing Spider-Man (1999) #582
Manta	Marvel Masterworks: The Uncanny X-Men Vol. (Hardcover)
Manta	New X-Men (Hardcover)
Manta	New X-Men (2001) #124
Manta	New X-Men (2001) #125
Manta	New X-Men (2001) #126
Manta	New X-Men Vol. 2: Imperial (Trade Paperback)
Manta	Uncanny X-Men (1963) #137
Manta	X-Men: The Dark Phoenix Saga (New Printing) (Trade Paperback)
Demogoblin	Marvel Comics Presents (1988) #112
Magneto (House of M)	Captain America (2004) #10
Magneto (House of M)	Captain America: Winter Soldier Vol. 2 (Trade Paperback)
Magneto (House of M)	Fantastic Four: House of M (2005) #3
Magneto (House of M)	House of M: World of M (Trade Paperback)
Morlocks	X-Force (1991) #11
Namora	Agents of Atlas (Hardcover)
Namora	Agents of Atlas (2009) #1
Namora	Agents of Atlas (2009) #2
Namora	Agents of Atlas (2009) #2 (BACHALO 2ND PRINTING VARIANT)
Namora	Agents of Atlas (2009) #2 (MCGUINNESS VARIANT)
Namora	Agents of Atlas (2009) #3
Namora	Agents of Atlas (2006) #5
Namora	Agents of Atlas (2009) #6
Namora	Avengers 1959 (2011) #1
Namora	Avengers 1959 (2011) #3
Namora	Captain America Comics (1941) #68
Namora	Captain America Comics (1941) #70
Namora	Human Torch (1940) #28
Namora	Human Torch (1940) #29
Namora	Human Torch (1940) #30
Namora	Human Torch (1940) #31
Namora	Human Torch (1940) #32
Namora	Incredible Hulk (1999) #108
Namora	Marvel Mystery Comics (1939) #82
Namora	Marvel Mystery Comics (1939) #86
Grim Reaper	Avengers (1996) #9
Grim Reaper	Avengers (1998) #10
Grim Reaper	Avengers (1998) #11
Grim Reaper	Avengers (1998) #20
Grim Reaper	Avengers (1998) #21
Grim Reaper	Avengers (1998) #22
Grim Reaper	Avengers (1998) #31
Grim Reaper	Avengers (1998) #32
Grim Reaper	Avengers (1998) #33
Grim Reaper	Avengers Assemble (Hardcover)
Grim Reaper	Avengers Assemble Vol. 2 (Hardcover)
Grim Reaper	Avengers Assemble Vol. 3 (Hardcover)
Grim Reaper	Avengers Assemble Vol. 4 (Hardcover)
Grim Reaper	Avengers: First to Last (Hardcover)
Grim Reaper	Avengers: First to Last Premiere (Hardcover)
Grim Reaper	Avengers: Ultron Imperative (2001) #1
Grim Reaper	Chaos War: Dead Avengers (2010) #2
Grim Reaper	Heroes Reborn: Avengers (Trade Paperback)
Grim Reaper	Marvel Masterworks: The Avengers Vol. 11 HC (Hardcover)
Grim Reaper	Marvel Masterworks: The Avengers Vol. 11 HC (DM Variant) (Hardcover)
Sleeper	Captain America (2004) #20
Sleeper	Captain America (2004) #21
Sleeper	Captain America: Red Menace Vol. 2 (Trade Paperback)
Wolfpack	Marvel Comics Presents (1988) #23
Rogue	Age of X: Universe (2011) #1
Rogue	Alpha Flight (1983) #33
Rogue	Alpha Flight (1983) #61
Rogue	Astonishing X-Men (2004) #51 (Djurdjevic Variant)
Rogue	Avengers (1998) #10
Rogue	Avengers Annual (1967) #10
Rogue	Avengers Assemble (Hardcover)
Rogue	Avengers Assemble Vol. 4 (Hardcover)
Rogue	Bishop: The Last X-Man (1999) #16
Rogue	Cable (1993) #16
Rogue	Cable (1993) #87
Rogue	Clandestine Classic Premiere (Hardcover)
Rogue	Classic X-Men (1986) #44
Rogue	Dazzler (1981) #24
Rogue	Dazzler (1981) #27
Rogue	Gambit (2004) #10
Rogue	Gambit: Hath No Fury (Trade Paperback)
Rogue	GENERATION HOPE: THE FUTURE'S A FOUR-LETTERED WORD (Trade Paperback)
Rogue	Generation Hope (2010) #10 (2nd Printing Variant)
Rogue	Infinity War (Trade Paperback)
Feral	X-Factor Annual (1986) #6
Reavers (Ultimate)	Ultimate Spider-Man (2000) #94
Reavers (Ultimate)	Ultimate Spider-Man Vol. 16: Deadpool (Trade Paperback)
Venus Dee Milo	X-Statix (2002) #1
Venus Dee Milo	X-Statix (2002) #3
Venus Dee Milo	X-Statix (2002) #4
Venus Dee Milo	X-Statix (2002) #5
Venus Dee Milo	X-Statix (2002) #6
Venus Dee Milo	X-Statix (2002) #7
Venus Dee Milo	X-Statix (2002) #8
Venus Dee Milo	X-Statix (2002) #9
Venus Dee Milo	X-Statix Vol. 2: Good Guys & Bad Guys (Trade Paperback)
Venus Dee Milo	X-Statix Vol. I (Trade Paperback)
Maddog	Amazing Spider-Girl (2006) #5
Maddog	Amazing Spider-Girl Vol. 1: Whatever Happened to the Daughter of Spider-Man (Trade Paperback)
Vindicator	Alpha Flight (2011) #1
Vindicator	Alpha Flight (1983) #1
Vindicator	Alpha Flight (2011) #1 (Eaglesham Variant)
Vindicator	Alpha Flight (2011) #2
Vindicator	Alpha Flight (2011) #2 (Eaglesham Variant)
Vindicator	Alpha Flight (2011) #3
Vindicator	Alpha Flight (2011) #3 (Eaglesham Variant)
Vindicator	Alpha Flight (2011) #5
Vindicator	Alpha Flight (1983) #17
Vindicator	Alpha Flight (1983) #32
Vindicator	Alpha Flight (1983) #33
Vindicator	Alpha Flight (1983) #34
Vindicator	Alpha Flight (1983) #50
Vindicator	Alpha Flight (1983) #87
Vindicator	Alpha Flight (1983) #90
Vindicator	Alpha Flight Classic Vol. 1 (Trade Paperback)
Vindicator	Black Panther (1998) #42
Vindicator	Black Panther (1998) #43
Vindicator	Black Panther (1998) #44
Vindicator	Marvel Fanfare (1982) #23
Angel (Ultimate)	Ultimate X-Men (2000) #24
Angel (Ultimate)	Ultimate X-Men (2000) #25
Angel (Ultimate)	Ultimate X-Men Ultimate Collection Book 2 (Trade Paperback)
Angel (Ultimate)	Ultimate X-Men Vol. 4: Hellfire & Brimstone (Trade Paperback)
Arnim Zola	Captain America (2004) #24
Arnim Zola	Captain America (1968) #208
Arnim Zola	Captain America (1968) #209
Arnim Zola	Captain America and the Falcon: The Swine (Trade Paperback)
Arnim Zola	Civil War: Captain America (Trade Paperback)
Arnim Zola	X-51 (1999) #12
Pandemic	X-Men (2004) #195
Pandemic	X-Men: Supernovas (Hardcover)
Tag	New X-Men: Hellions (2005)
Tag	New X-Men: Hellions (2005) #1
Mentallo	Astonishing X-Men (2004) #39
Nightcrawler	Alpha Flight (1983) #1
Nightcrawler	Alpha Flight (1983) #33
Nightcrawler	Alpha Flight Classic Vol. 1 (Trade Paperback)
Nightcrawler	Amazing Spider-Man (1963) #161
Nightcrawler	Amazing Spider-Man (1963) #162
Nightcrawler	Avengers (1998) #10
Nightcrawler	Avengers (1998) #60
Nightcrawler	Avengers Assemble (Hardcover)
Nightcrawler	Avengers Assemble Vol. 4 (Hardcover)
Nightcrawler	Avengers Icons: Vision (2002) #4
Nightcrawler	Avengers Vol. 1: World Trust (Trade Paperback)
Nightcrawler	Cable (2008) #6
Nightcrawler	Cable (2008) #9
Nightcrawler	Cable (2008) #10
Nightcrawler	Cable (1993) #88
Nightcrawler	Call, the Vol. 1: The Brotherhood & the Wagon (Trade Paperback)
Nightcrawler	Call, the Vol. 2: The Precinct (Trade Paperback)
Nightcrawler	Captain America (2002) #6
Nightcrawler	Captain America Vol. I: The New Deal (Trade Paperback)
Nightcrawler	Captain Marvel (2000) #3
Viper	Astonishing Tales (2009) #3
Viper	Captain America (1968) #394
Viper	Captain America (1968) #396
Viper	Excalibur (2004) #12
Viper	Heroes Reborn: Iron Man (Trade Paperback)
Viper	Iron Man (1996) #1
Viper	Iron Man (1996) #3
Viper	Iron Man (1996) #5
Viper	Iron Man (1996) #7
Viper	Iron Man (1996) #9
Viper	Iron Man (1996) #10
Viper	New Avengers (2004) #11
Viper	New Avengers (2004) #12
Viper	New Avengers (2004) #13
Viper	New Avengers (2010) #18
Viper	New Avengers Vol. 3: Secrets & Lies (Trade Paperback)
Viper	New Avengers Vol.2: Sentry (2006)
Viper	Punisher War Journal (1988) #45
Viper	Punisher War Journal (1988) #47
Viper	Secret Warriors (2008) #3
Super-Skrull	Annihilation: Conquest (2007) #1
Super-Skrull	Annihilation: Conquest (2007) #2
Super-Skrull	Annihilation: Conquest (2007) #3
Super-Skrull	Annihilation: Super-Skrull (2006) #3
Super-Skrull	Avengers (1996) #13
Super-Skrull	Avengers: The Initiative (2007) #9
Super-Skrull	Avengers: The Initiative (2007) #14
Super-Skrull	Avengers: The Initiative (2007) #14 (SPOTLIGHT VARIANT)
Super-Skrull	Irredeemable Ant-Man (2006) #1
Super-Skrull	Irredeemable Ant-Man Vol. 1: Low-Life (2007)
Sunset Bain	Iron Man (1998) #4
Sunset Bain	Iron Man (1998) #12
Sunset Bain	Iron Man (1998) #18
Sunset Bain	Iron Man (1998) #19
Sunset Bain	Iron Man (1998) #20
Zuras	Eternals (1976) #5
Zuras	Eternals by Jack Kirby (Hardcover)
Hellion	Marvel Masterworks: The Inhumans Vol.1 (Hardcover)
Hellion	New X-Men (2004) #16
Hellion	New X-Men (2004) #19
Hellion	New X-Men (2004) #20
Hellion	New X-Men (2004) #25
Hellion	New X-Men (2004) #27
Hellion	New X-Men (2004) #28
Hellion	New X-Men: Childhood's End Vol. 1 (Trade Paperback)
Hellion	New X-Men: Childhood's End Vol. 2 (Trade Paperback)
Hellion	New X-Men: Childhood's End Vol. 3 (Trade Paperback)
Hellion	New X-Men: Hellions (2005)
Hellion	New X-Men: Hellions (2005) #1
Hellion	Runaways (2008) #10
Unicorn	Iron Man (1968) #58
Jamie Braddock	Uncanny X-Force (2010) #17
Enchantress (Sylvie Lushton)	Marvel Fanfare (1982) #45
Clea	Defenders (1972) #102
Clea	Defenders (1972) #114
Clea	Doctor Strange, Sorcerer Supreme (1988) #1
Clea	Doctor Strange, Sorcerer Supreme (1988) #2
Clea	Doctor Strange, Sorcerer Supreme (1988) #3
Clea	Doctor Strange, Sorcerer Supreme (1988) #5
Clea	Doctor Strange, Sorcerer Supreme (1988) #12
Clea	Doctor Strange, Sorcerer Supreme (1988) #13
Clea	Doctor Strange, Sorcerer Supreme (1988) #14
Clea	Doctor Strange, Sorcerer Supreme (1988) #15
Clea	Doctor Strange, Sorcerer Supreme (1988) #16
Clea	Doctor Strange, Sorcerer Supreme (1988) #21
Clea	Doctor Strange, Sorcerer Supreme (1988) #22
Clea	Doctor Strange, Sorcerer Supreme (1988) #23
Clea	Doctor Strange, Sorcerer Supreme (1988) #24
Clea	Doctor Strange, Sorcerer Supreme (1988) #26
Clea	Doctor Strange, Sorcerer Supreme (1988) #29
Clea	Doctor Strange, Sorcerer Supreme (1988) #30
Clea	Doctor Strange, Sorcerer Supreme (1988) #32
Clea	Doctor Strange, Sorcerer Supreme (1988) #33
Ozymandias	Cable (1993) #78
Ozymandias	Uncanny X-Force (2010) #3
Ozymandias	UNCANNY X-FORCE: THE APOCALYPSE SOLUTION PREMIERE HC (Hardcover)
Ozymandias	Uncanny X-Men (1963) #332
Ozymandias	Uncanny X-Men (1963) #335
Ozymandias	Uncanny X-Men (1963) #338
Ozymandias	Wolverine (1988) #101
Ozymandias	Wolverine (1988) #147
Ozymandias	X-Force (1991) #67
Ozymandias	X-Men (1991) #55
Ozymandias	X-Men Vs. Apocalypse Vol. 1: The Twelve (Trade Paperback)
Ozymandias	X-Men Vs. Apocalypse Vol. 2: Ages of Apocalypse (Trade Paperback)
Ozymandias	X-Men: Search for Cyclops (2000) #2
Ozymandias	X-Men: The Complete Onslaught Epic Book 3 (Trade Paperback)
Ozymandias	X-Men: The Complete Onslaught Epic Vol. 1 TPB (Trade Paperback)
Stacy X (Ultimate)	Ultimate X-Men (2000) #24
Stacy X (Ultimate)	Ultimate X-Men (2000) #25
Stacy X (Ultimate)	Ultimate X-Men Ultimate Collection Book 2 (Trade Paperback)
Stacy X (Ultimate)	Ultimate X-Men Vol. 4: Hellfire & Brimstone (Trade Paperback)
Cecilia Reyes	Uncanny X-Men (1963) #389
Cecilia Reyes	X-Force (1991) #76
Cecilia Reyes	X-Force (1991) #83
Cecilia Reyes	X-Men: Dream's End (Trade Paperback)
Abomination (Emil Blonsky)	Avengers (1998) #61
Abomination (Emil Blonsky)	Avengers (1998) #62
Abomination (Emil Blonsky)	Avengers Vol. 1: World Trust (Trade Paperback)
Abomination (Emil Blonsky)	Earth X (1999) #7
Abomination (Emil Blonsky)	Earth X (New (Trade Paperback)
Abomination (Emil Blonsky)	Hulk (2008) #3
Abomination (Emil Blonsky)	Hulk Vol. 1: Red Hulk (Trade Paperback)
Abomination (Emil Blonsky)	Hulk: Destruction (2005) #4
Abomination (Emil Blonsky)	Incredible Hulk (1999) #25
Abomination (Emil Blonsky)	Incredible Hulk (1999) #28
Abomination (Emil Blonsky)	Incredible Hulk (1999) #50
Abomination (Emil Blonsky)	Incredible Hulk (1999) #51
Abomination (Emil Blonsky)	Incredible Hulk (1962) #137
Abomination (Emil Blonsky)	Incredible Hulk (1962) #195
Abomination (Emil Blonsky)	Incredible Hulk (1962) #196
Abomination (Emil Blonsky)	Incredible Hulk (1962) #314
Abomination (Emil Blonsky)	Incredible Hulk (1962) #382
Abomination (Emil Blonsky)	Incredible Hulk (1962) #383
Abomination (Emil Blonsky)	Incredible Hulk (1962) #384
Abomination (Emil Blonsky)	Incredible Hulk (1962) #432
Captain America	Age of Apocalypse (2011) #2 (Avengers Art Appreciation Variant)
Captain America	Age of Heroes (Trade Paperback)
Captain America	Age of X: Universe (2011) #1
Captain America	All-Winners Comics (1941) #1
Captain America	All-Winners Comics (1941) #2
Captain America	All-Winners Comics (1941) #3
Captain America	All-Winners Comics (1941) #4
Captain America	All-Winners Comics (1941) #5
Captain America	All-Winners Comics (1941) #6
Captain America	All-Winners Comics (1941) #7
Captain America	All-Winners Comics (1941) #8
Captain America	All-Winners Comics (1941) #9
Captain America	All-Winners Comics (1941) #10
Captain America	All-Winners Comics (1941) #11
Captain America	All-Winners Comics (1941) #12
Captain America	All-Winners Comics (1941) #13
Captain America	All-Winners Comics (1941) #14
Captain America	All-Winners Comics (1941) #15
Captain America	All-Winners Comics (1941) #16
Captain America	All-Winners Comics (1941) #17
Genesis	Wolverine (1988) #95
Genesis	Wolverine (1988) #99
Genesis	Wolverine (1988) #100
Zaladane	Classic X-Men (1986) #22
Zaladane	Marvel Fanfare (1982) #3
Zaladane	Marvel Fanfare (1982) #4
Zaladane	Marvel Masterworks: The Uncanny X-Men Vol. (Hardcover)
Zaladane	Uncanny X-Men (1963) #115
Zaladane	Uncanny X-Men (1963) #116
Zaladane	Uncanny X-Men (1963) #250
Zaladane	Uncanny X-Men (1963) #275
Zaladane	Uncanny X-Men Omnibus Vol. 1 (Hardcover)
Zaladane	What If? (1989) #46
Zaladane	X-Men Annual (1970) #12
Zaladane	X-Men Legends Vol. 3: Art Adams Book I (Trade Paperback)
Zaladane	X-Men Legends Vol. III: Arthur Adams Book I (Trade Paperback)
Zaladane	X-Men Vignettes Vol. 2 (Trade Paperback)
Zaladane	X-Men Visionaries: Jim Lee (Trade Paperback)
Zaladane	X-Men: Earth's Mutant Heroes (2010) #1
Ultimatum	Taskmaster (Trade Paperback)
Grey Gargoyle	Fear Itself (2010) #2 (2nd Printing Variant)
Grey Gargoyle	Fear Itself: Fellowship of Fear (2011) #1
Grey Gargoyle	Fear Itself: The Worthy (2011) #1
Grey Gargoyle	Fear Itself: The Worthy (2011) #4
Grey Gargoyle	Invincible Iron Man (2008) #504
Grey Gargoyle	Invincible Iron Man (2008) #504 (X-Men Art Variant)
Grey Gargoyle	Invincible Iron Man (2008) #505
Grey Gargoyle	Invincible Iron Man (2008) #508
Grey Gargoyle	Invincible Iron Man (2008) #508 (Architect Variant)
Grey Gargoyle	Marvel Adventures Super Heroes (2010) #16
Grey Gargoyle	Marvel Masterworks: The Mighty Thor Vol. 3 (Trade Paperback)
Grey Gargoyle	Marvel Masterworks: The Mighty Thor Vol. 3 Variant (DM Only) (Trade Paperback)
Grey Gargoyle	Marvel Point One (Trade Paperback)
Grey Gargoyle	New Avengers (2004) #4
Grey Gargoyle	New Avengers Vol. 1: Breakout (Trade Paperback)
Rogue (Age of Apocalypse)	Uncanny X-Force (2010) #12
Rogue (Age of Apocalypse)	Uncanny X-Force (2010) #12 (Kubert Variant)
Rogue (Age of Apocalypse)	Uncanny X-Force (2010) #12 (I Am Captain America Variant)
Rogue (Age of Apocalypse)	X-Men: Age of Apocalypse One Shot (2005)
Rogue (Age of Apocalypse)	X-Men: The New Age of Apocalypse (Trade Paperback)
Damage Control	Marvel Comics Presents (1988) #19
Riptide	Uncanny X-Men (1963) #210
Riptide	Uncanny X-Men (1963) #211
Riptide	Uncanny X-Men (1963) #213
Riptide	Uncanny X-Men (1963) #241
Riptide	X-Men (1991) #34
Riptide	X-MEN FIRST CLASS: THE HIGH HAND (2011) #1
Riptide	X-Men: Mutant Massacre (Trade Paperback)
Riptide	X-Men: Old Soldiers (Trade Paperback)
Silverclaw	Avengers (1998) #8
Silverclaw	Avengers (1998) #9
Silverclaw	Avengers (1998) #26
Silverclaw	Avengers (1998) #27
Silverclaw	Avengers (1998) #28
Silverclaw	Avengers (1998) #29
Silverclaw	Avengers (1998) #30
Silverclaw	Avengers (1998) #39
Silverclaw	Avengers (1998) #40
Silverclaw	Avengers (1998) #44
Silverclaw	Avengers (1998) #46
Silverclaw	Avengers (1998) #47
Silverclaw	Avengers (1998) #48
Silverclaw	Avengers (1998) #52
Silverclaw	Avengers (1998) #55
Silverclaw	Avengers (1998) #56
Silverclaw	Avengers Assemble (Hardcover)
Silverclaw	Avengers Assemble Vol. 3 (Hardcover)
Silverclaw	Avengers Assemble Vol. 4 (Hardcover)
Silverclaw	Avengers: The Kang Dynasty (Trade Paperback)
Caliban	Cable (1993) #17
Caliban	Cable (1993) #18
Caliban	Cable (1993) #21
Caliban	Marvel Masterworks: The Uncanny X-Men Vol. 6 (Hardcover)
Caliban	Marvel Masterworks: The Uncanny X-Men Vol. 6 (Hardcover)
Caliban	Uncanny X-Men (1963) #148
Caliban	Uncanny X-Men (1963) #169
Caliban	Uncanny X-Men (1963) #170
Caliban	Uncanny X-Men (1963) #176
Caliban	Uncanny X-Men (1963) #179
Caliban	Uncanny X-Men (1963) #190
Caliban	Uncanny X-Men (1963) #191
Caliban	Uncanny X-Men (1963) #209
Caliban	Uncanny X-Men (1963) #295
Caliban	Uncanny X-Men (1963) #296
Caliban	Wolverine (1988) #96
Caliban	X-Factor (1986) #10
Caliban	X-Factor (1986) #11
Caliban	X-Factor (1986) #12
Caliban	X-Factor (1986) #13
Shadow King	Marvel Masterworks: The Uncanny X-Men Vol. (Hardcover)
Shadow King	Uncanny X-Force (2010) #8
Shadow King	Uncanny X-Men (1963) #117
Shadow King	Uncanny X-Men (1963) #255
Shadow King	Uncanny X-Men (1963) #257
Shadow King	Uncanny X-Men (1963) #259
Shadow King	Uncanny X-Men (1963) #269
Shadow King	Uncanny X-Men (1963) #275
Shadow King	Uncanny X-Men (1963) #277
Shadow King	Uncanny X-Men Omnibus Vol. 1 (Hardcover)
Shadow King	X-Factor (1986) #69
Shadow King	X-Men (1991) #78
Shadow King	X-Men Annual (1970) #15
Shadow King	X-Men Visionaries: Jim Lee (Trade Paperback)
Union Jack (Montgomery Falsworth)	Deadpool (1997) #13
Union Jack (Montgomery Falsworth)	Deadpool (1997) #15
Union Jack (Montgomery Falsworth)	Deadpool (1997) #17
Union Jack (Montgomery Falsworth)	Deadpool (1997) #19
Union Jack (Montgomery Falsworth)	Deadpool (1997) #20
Union Jack (Montgomery Falsworth)	Deadpool (1997) #21
Union Jack (Montgomery Falsworth)	Deadpool (1997) #22
Union Jack (Montgomery Falsworth)	Deadpool (1997) #23
Union Jack (Montgomery Falsworth)	Deadpool (1997) #24
Union Jack (Montgomery Falsworth)	Deadpool (1997) #25
Union Jack (Montgomery Falsworth)	Deadpool (1997) #26
Union Jack (Montgomery Falsworth)	Deadpool (1997) #27
Union Jack (Montgomery Falsworth)	Deadpool (1997) #28
Union Jack (Montgomery Falsworth)	Deadpool (1997) #29
Union Jack (Montgomery Falsworth)	Deadpool (1997) #30
Union Jack (Montgomery Falsworth)	Deadpool (1997) #31
Union Jack (Montgomery Falsworth)	Immortal Weapons (2009) #1
Dragon Man	Amazing Spider-Man (1999) #673
Dragon Man	Black Panther (2005) #9
Dragon Man	Earth X (1999) #9
Dragon Man	Earth X (1999) #10
Dragon Man	Earth X (New (Trade Paperback)
Dragon Man	Fantastic Four (1961) #35
Dragon Man	Fantastic Four (1961) #300
Dragon Man	Fantastic Four (1961) #321
Dragon Man	Fantastic Four (1961) #322
Dragon Man	Fantastic Four (1961) #323
Dragon Man	Fantastic Four (1961) #327
Dragon Man	Fantastic Four (1961) #328
Dragon Man	Fantastic Four (1961) #329
Dragon Man	Fantastic Four (1961) #330
Dragon Man	Fantastic Four (1961) #332
Dragon Man	Fantastic Four (1961) #333
Dragon Man	Fantastic Four (1961) #400
Dragon Man	Fantastic Four Omnibus Vol. 2 (Hardcover)
Dragon Man	Fear Itself: FF (2011) #1
Dragon Man	Irredeemable Ant-Man (2006) #9
Bedlam	Avengers (1998) #24
Bedlam	Avengers (1998) #25
Bedlam	Avengers Assemble Vol. 3 (Hardcover)
Bedlam	Cable (1993) #73
Bedlam	Cable (1993) #78
Bedlam	Peter Parker: Spider-Man (1999) #11
Bedlam	Thor (1998) #17
Bedlam	X-Men Vs. Apocalypse Vol. 1: The Twelve (Trade Paperback)
Bishop	Age of Apocalypse: The Chosen (1995) #1
Bishop	Avengers Assemble Vol. 4 (Hardcover)
Bishop	Bishop (1994) #1
Bishop	Bishop (1994) #2
Bishop	Bishop (1994) #3
Bishop	Bishop (1994) #4
Bishop	Bishop: The Last X-Man (1999) #1
Bishop	Bishop: The Last X-Man (1999) #3
Bishop	Bishop: The Last X-Man (1999) #4
Bishop	Bishop: The Last X-Man (1999) #5
Bishop	Bishop: The Last X-Man (1999) #6
Bishop	Bishop: The Last X-Man (1999) #7
Bishop	Bishop: The Last X-Man (1999) #8
Bishop	Bishop: The Last X-Man (1999) #9
Bishop	Bishop: The Last X-Man (1999) #10
Bishop	Bishop: The Last X-Man (1999) #11
Bishop	Bishop: The Last X-Man (1999) #12
Bishop	Bishop: The Last X-Man (1999) #13
Bishop	Bishop: The Last X-Man (1999) #14
Bishop	Bishop: The Last X-Man (1999) #15
Legion	Alpha Flight (1983) #88
Legion	New Mutants (2010) #23 (2nd Printing Variant)
Legion	New Mutants (2009) #24
Legion	New Mutants (1983) #25
Legion	New Mutants (2009) #25
Legion	New Mutants (2009) #25 (X-Man Variant)
Legion	New Mutants (2010) #25 (Adams Variant )
Legion	New Mutants (1983) #44
Legion	New Mutants Classic Vol. 3 (Trade Paperback)
Legion	New Mutants Classic Vol. 6 (Trade Paperback)
Legion	Secret Wars II (1985) #1
Legion	Uncanny X-Men (1963) #254
Legion	Uncanny X-Men (1963) #255
Legion	Uncanny X-Men (1963) #257
Legion	Uncanny X-Men (1963) #258
Legion	Uncanny X-Men (1963) #259
Legion	Uncanny X-Men (1963) #278
Legion	Uncanny X-Men (1963) #280
Legion	Uncanny X-Men (1963) #319
Legion	Uncanny X-Men (1963) #320
Wraith	Amazing Spider-Man (1999) #663
Wraith	Amazing Spider-Man (1999) #664
Wraith	Annihilation: Conquest (2007) #1
Wraith	Annihilation: Conquest (2007) #2
Wraith	Annihilation: Conquest (2007) #3
Wraith	Annihilation: Conquest - Wraith (2007) #1
Wraith	Annihilation: Conquest - Wraith (2007) #2
Wraith	Annihilation: Conquest - Wraith (2007) #4
Two-Gun Kid	Marvel Comics Presents (1988) #116
Two-Gun Kid	Marvel Fanfare (1982) #49
Two-Gun Kid	Marvel Visionaries: Gil Kane (Trade Paperback)
Two-Gun Kid	Rawhide Kid (1960) #60
Two-Gun Kid	Rawhide Kid (1960) #66
Two-Gun Kid	Six Guns (2011) #1
Two-Gun Kid	Two-Gun Kid (1948) #1
Two-Gun Kid	Two-Gun Kid (1948) #2
Two-Gun Kid	Two-Gun Kid (1948) #3
Two-Gun Kid	Two-Gun Kid (1948) #4
Two-Gun Kid	Two-Gun Kid (1948) #5
Two-Gun Kid	Two-Gun Kid (1948) #6
Two-Gun Kid	Two-Gun Kid (1948) #7
Two-Gun Kid	Two-Gun Kid (1948) #8
Two-Gun Kid	Two-Gun Kid (1948) #9
Two-Gun Kid	Two-Gun Kid (1948) #11
Two-Gun Kid	Two-Gun Kid (1948) #12
Two-Gun Kid	Two-Gun Kid (1948) #13
Two-Gun Kid	Two-Gun Kid (1948) #14
Two-Gun Kid	Two-Gun Kid (1948) #15
Venus (Siren)	Agents of Atlas (2009) #1
Venus (Siren)	Agents of Atlas (2009) #2
Venus (Siren)	Agents of Atlas (2009) #2 (BACHALO 2ND PRINTING VARIANT)
Venus (Siren)	Agents of Atlas (2009) #5
Venus (Siren)	Chaos War (2010) #3
Venus (Siren)	Marvel Mystery Comics (1939) #91
Venus (Siren)	Marvel Spotlight (1971) #2
Lady Bullseye	Black Panther: The Most Dangerous Man Alive  (2010) #525
Lady Bullseye	Black Widow (2010) #2
Lady Bullseye	Black Widow (2010) #4
Lady Bullseye	Black Widow (2010) #5
